id,keywords
163914,"ادبیات تطبیقی, سعدی, صائب تبریزی, شعر معاصر, شاهنامه, ادبیات معاصر, ادبیات کودک و نوجوان, گلستان, ابیات عربی, بررسی زبانی"
160466,"حسابداری, شفافیت مالی, مدیریت شهری, هوش مصنوعی, عملکرد مالی, مدیریت, حسابداری دولتی, کیفیت گزارشگری مالی, اینترنت اشیا, فناوری اطلاعات"
160559,"امنیت غذایی, تغذیه, فناوری های نوین, گیاهان دارویی, مواد غذایی, مدیریت پایدار, تنش شوری, ارزیابی ریسک, فلزات سنگین, بسته بندی مواد غذایی"
160560,"معماری, معماری پایدار, محیط زیست, توسعه پایدار, معماری اسلامی, طراحی شهری, معماری سبز, پایداری, معماری بومی, هویت"
165936,"بتن غلتکی, شهرداری, شهر سیرجان, سیرجان, روابط عمومی, مقاومت فشاری, دوام, بتن تازه, خانه سالمندان, معماری سبز."
165937,"هوش مصنوعی, یادگیری عمیق, یادگیری ماشین, اینترنت اشیا, امنیت سایبری, اینترنت اشیا (iot), مدیریت شهری, فناوری اطلاعات, پایداری, arm"
165938,"آموزش, دانش آموزان, یادگیری, مهارت های اجتماعی, دانش آموزان ابتدایی, انگیزه, پیشرفت تحصیلی, عملکرد تحصیلی, آموزش ابتدایی, خلاقیت"
165934,"آموزش ابتدایی, دانش آموزان, یادگیری, مهارت های اجتماعی, فناوری آموزشی, دانش آموزان ابتدایی, معلمان, پیشرفت تحصیلی, یادگیری فعال, سلامت روان"
154104,"توسعه پایدار, معماری پایدار, محیط زیست, معماری, هوش مصنوعی, sustainable architecture, بتن, فناوری های نوین, sustainability, earthquake"
151516,"هنرهای تجسمی, موسیقی دستگاهی, طراحی گرافیک, تایپوگرافی فرمالیستی, پسترهای ایرانی, خط, رضا عابدینی, مسعود نجابتی, زیبایی شناسی, هرمونوتیک"
157671,"هوش مصنوعی, یادگیری ماشین, فناوری, توسعه, عملکرد مالی, کارایی, مدیریت دانش, حسابداری مدیریت, تورم, رشد اقتصادی"
162819,"شعر, ادبیات, صفویه, جنگ, فتحعلی شاه, سعدی, دفاع مقدس, تمدن اسلامی, ایران, حافظ"
168236,"دانش آموزان, دانشجویان, سلامت روان, اضطراب, آموزش و پرورش, شبکه های اجتماعی, بیش فعالی, افسردگی, طرحواره های ناسازگار اولیه, کارکردهای اجرایی"
154106,"هوش مصنوعی, یادگیری ماشین, artificial intelligence, machine learning, deep learning, sustainability, یادگیری عمیق, معماری, کوادکوپتر, renewable energy"
162820,"هوش مصنوعی, حقوق زنان, فقه, حقوق ایران, حقوق بین الملل, طلاق, کودک, اخلاق, خانواده, حقوق"
162465,"دانش آموزان, یادگیری, رضایت زناشویی, خانواده, افسردگی, پیشرفت تحصیلی, ازدواج فامیلی, اضطراب, آموزش, سلامت روانی"
157651,"مقاومت فشاری, مدیریت ساخت, پایداری, بتن, تاب آوری, بتن پلیمری, ساختار بتن, مقاومت خمشی, مواد افزودنی, تاخیرات اجرایی"
157811,"ms, lc, pharmacokinetics, nanotechnology, bioequivalence, analytical method validation, نانوذرات, drug delivery, human plasma, calibration curve"
163164,"یادگیری, آموزش, دانش آموزان, تدریس, دانش آموز, تربیت, مدارس, معلمان, پیشرفت تحصیلی, هوش مصنوعی"
157395,"توسعه پایدار, هوش مصنوعی, کشاورزی, گیاهان دارویی, استرس اکسیداتیو, جوجه های گوشتی, اسب, دامپزشکی, استرس گرمایی, جوجه گوشتی"
157774,"هوش مصنوعی, آموزش, دانشجویان, فناوری آموزشی, یادگیری, دانش آموزان, کیفیت زندگی, اضطراب, نوجوان, رضایت زناشویی"
151989,"دین, زبان قرآن, نظارت, زنان, کلاهبرداری, قانون, فضای مجازی, بیع, شروط عوضین, جرم"
161914,"دانش آموزان, مدرسه, یادگیری, آموزش, معلم, پیشرفت تحصیلی, انگیزه, خلاقیت, عملکرد تحصیلی, اعتماد به نفس"
165972,"هوش مصنوعی, یادگیری ماشین, یادگیری عمیق, بلاکچین, امنیت اطلاعات, شهرهای هوشمند, artificial intelligence, انتشار دیاکسید کربن, تحلیل اکتشافی داده ها, learning"
162571,"دانش آموزان, نوجوانان, دانشجویان, استرس, مدارس هوشمند, اضطراب, آموزش, انگیزش تحصیلی, فرهنگ, elementary students"
158454,"هوش اجتماعی, سلامت روانی شهروندان, سازگاری اجتماعی, هویت رابطهای, مطالعه طولی, مدلهای اثرات ترکیبی خطی, تعهدات هویتی, دقت, تمرکز, کودکان"
158451,"حقوق ایران, اخلاق, حقوق کیفری ایران, بانک, حقوق کیفری, ایران, خانواده, روایات, مسئولیت مدنی, فقه"
162574,"ms, bioequivalence, lc, pharmacokinetics, هوش مصنوعی, جوشکاری لیزری, بهداشت فردی, بهداشت محیطی, تغییرات اقلیمی, سلامت دهان و دندان"
162570,"مدیریت ریسک, لجستیک, ریسک مالی, حسابداری مدیریت, شهرداری سقز, اجتماعی, artificial intelligence, making, financial literacy, پویایی سیستم"
162573,"توسعه پایدار, معماری پایدار, معماری, هوش مصنوعی, محیط زیست, مدیریت, مدیریت شهری, معماری سنتی, اقلیم گرم و خشک, artificial intelligence"
151990,"شعر معاصر, اشعار فرخی یزدی, شاهنامه, لهراسب, بختنصر, هماهنگ سازی سنت ها, بهودیان, نخبگان, جذب استعداد, علوم انسانی"
165188,"شهر همدان, معماری, توسعه پایدار, توسعه شهری, عبادتگاه صلح, طراحی پایدار, پروژه های عمرانی, مدیریت پروژه, پروژههای عمرانی, انعقاد الکتریکی"
161183,"مدیریت شهری, فناوری اطلاعات, سازمان, کارکنان, هوش مصنوعی, مدیریت منابع انسانی, دانش آموزان, توسعه, شهرستان آستارا, شهرداری"
165189,"فناوری اطلاعات, حسابداری, شفافیت اطلاعات, هوش مصنوعی, پایداری مالی, فناوری های نوین, ارزش شرکت, ریسک بازار, سواد رسانه ای, عملکرد شغلی"
163338,"شهرداری, هوش مصنوعی, آتش نشانان, اطلاعات مالی, عملیات مالی موثر, کیفیت سود, ریسک, شهرداری سنندج, عملکرد شغلی, استخدام"
162572,"هوش مصنوعی, security, یادگیری ماشین, machine learning, موتور القایی, یادگیری عمیق, انتقال حرارت, شبیه سازی عددی, artificial intelligence, internet of things"
162422,"تحلیل پوششی داده ها, هوش مصنوعی, کارایی, یادگیری عمیق, یادگیری ماشین, ارزیابی عملکرد, data envelopment analysis, machine learning, تصمیم گیری چندمعیاره, تحلیل داده"
155990,"هوش مصنوعی, مدیریت, بازاریابی, یادگیری, مدیریت شهری, مدیریت دانش, آموزش و پرورش, سازمان, خانواده, بهره وری"
152008,"معماری پایدار, تغییرات اقلیمی, زلزله, تعاملات اجتماعی, مدیریت شهری, فناوری های نوین, یادگیری ماشین, هوش مصنوعی, طراحی پایدار, معماری"
156581,"هوش مصنوعی, social media, mental health, self, تصمیم گیری استراتژیک, learning, مدیریت مالی, مدیریت, education, مدیریت زنجیره تامین"
152239,"صنایع غذایی, پتروفیزیک, بهرهوری, میدان نفتی آب تیمور, صنایع نفت و گاز, عملکرد, رزین اپوکسی, چسب, خواص مکانیکی, خواص پخت"
151988,"دانش آموزان, یادگیری, پیشرفت تحصیلی, پیشرفت, فضای مجازی, انگیزه, دانش آموز, انگیزه تحصیلی, سلامت روان, تربیت"
161575,"محیط زیست, گردشگری, توسعه پایدار, جغرافیا, glcm, استان همدان, پسماند, مدیریت شهری, راهبرد, اصفهان"
151987,"حسابداری, سودآوری, مسئولیت اجتماعی, عملکرد مالی, کیفیت حسابرسی, یادگیری سازمانی, تغییر مدیر عامل, صنعت ساختمان, زنجیره تولید, اشتغال زایی"
165971,"توسعه پایدار, هوش مصنوعی, شهرداری, مدیریت شهری, برنامهریزی شهری, یادگیری ماشین, مدیریت پروژه, پایداری شهری, معماری پایدار, عدالت فضایی"
161913,"فناوری های نوین, فضای سبز, تغییرات اقلیمی, توسعه پایدار, شهرداری, کیفیت زندگی, محیط زیست, شهرداری ها, مدیریت شهری, فضای سبز شهری"
151575,"دانش آموزان, پیشرفت تحصیلی, یادگیری, یادگیری فعال, معلمان, فناوری آموزشی, عملکرد تحصیلی, آموزش, معلم, سلامت روان"
141536,"دانشجویان, روانشناسی مثبت نگر, روابط سالم, ذهن آگاهی, هیجانات منفی, مثبت اندیشی, دانش آموزان, عزت نفس, خودکارآمدی, روان شناسی مثبت نگر"
155739,"garch, رضایت شغلی, فناوری اطلاعات, مدیریت پروژه, artificial intelligence, marketing research, lean, agile, resilience, مدیریت منابع انسانی"
150659,"معماری, معماری پایدار, توسعه پایدار, هوش مصنوعی, پایداری, تعاملات اجتماعی, معماری ایرانی, طراحی, معماری بومی, معماری اسلامی"
163719,"هوش مصنوعی, حکمرانی هوشمند, حکمرانی, تحول دیجیتال, توسعه پایدار, فناوری, شفافیت, بلاکچین, نوآوری, دولت دیجیتال"
161182,"هوش مصنوعی, یادگیری ماشین, بهینه سازی, طراحی آزمایش, مبدل حرارتی, مدیریت ریسک, یادگیری عمیق, compressed air storage, ejector, sensitivity analysis"
165338,"بازآفرینی شهری, فناوری های نوین, پدافند غیرعامل, آینده پژوهی, نانوسیلیس, مقاومت فشاری, روان کننده, دیسپرس نانو, سنگدانه های بازیافتی, پایداری"
165185,"آموزش عالی, هوش مصنوعی, دانشگاه, دانشگاه آینده, تحول دیجیتال, آموزش, دانشگاه مجازی, مدل دانشگاه آینده, محیط های یادگیری دیجیتال, فناوری های همگرا"
155170,"دانش آموز, دانش آموزان, اقدام پژوهی, یادگیری, پیشرفت تحصیلی, معلم, خلاقیت, انگیزه, مدرسه, آموزش و پرورش"
163520,"انرژی خورشیدی, ریزشبکه, تاب آوری, منابع تجدیدپذیر, انرژی تجدید پذیر, نیروگاه فتوولتائیک, bio, waste unit, compressed air energy storage, economic operation"
165613,"آموزش فیزیک, هوش مصنوعی, فیزیک, تحلیل محتوا, آموزش, یادگیری, ویلیام رومی, فناوری اطلاعات, تدریس, یادگیری ماشین"
153820,"شبیه سازی عددی, انتقال حرارت, computational fluid dynamics, عدد ناسلت, بهینه سازی, میکروفلوئیدیک, مبدل حرارتی, افت فشار, حل عددی, دینامیک سیالات محاسباتی"
170068,"دانش آموزان, سلامت روان, یادگیری, دانش آموز, هوش هیجانی, برنامه ریزی درسی, افکار خودکشی, کمالگرایی, برنامه درسی, عملکرد تحصیلی"
162074,"حسابرسی, حسابداری, هوش مصنوعی, کیفیت حسابرسی, مدیریت ریسک, عملکرد مالی, حسابداری مدیریت, مدیریت سود, تامین مالی, بورس اوراق بهادار تهران"
162407,"آموزش, معلمان, هوش مصنوعی, برنامه درسی, پدیدارشناسی, فرهنگ سازمانی, نگرش به هوش مصنوعی, منابع انسانی, سنتزپژوهی, یادگیری سازمانی"
160651,"مدیریت منابع آب, منابع آب, کشاورزی, توسعه پایدار, کشاورزی پایدار, بهینه سازی, آبیاری, آلودگی, محیط زیست, تغییر اقلیم"
157374,"artificial intelligence, deep learning, machine learning, bert, slot filling, data augmentation, medical imaging, prediction, convolutional neural network, reinforcement learning"
163816,"دانش آموزان, تربیت, امور تربیتی, هوش مصنوعی, آموزش, تربیت دینی, نهج البلاغه, آموزش و پرورش, تربیت اخلاقی, معلمان"
162661,"آیت الله خامنه ای, تحکیم خانواده, خانواده, آیت الله العظمی خامنه ای, سیاست گذاری فرهنگی, سیاست جمعیتی, فرزندآوری, بنیان خانواده, فرهنگ اسلامی, تعالی خانواده"
162647,"دفاع مقدس, بسیج, بسیج مردمی, مشارکت مردمی, بسیج منابع ملی, هوش مصنوعی, جمهوری اسلامی ایران, منابع ملی, سرمایه اجتماعی, مدیریت منابع انسانی"
161167,"شعر, ادبیات فارسی, شاهنامه, ادبیات, عشق, ادبیات داستانی, حافظ, زبان فارسی, سعدی, عرفان"
159022,"هوش مصنوعی, مدیریت ترافیک, real, traffic control, ایمنی ترافیک, دوقلوی دیجیتال, dynamic scheduling, helmet detection, transfer learning, object detection"
161111,"سلماس, دانش آموزان, پیشرفت تحصیلی, شهرستان سلماس, مدارس, مدیران, آموزش, معلمان, عملکرد معلمان, ارتباطات"
165977,"هوش مصنوعی, یادگیری ماشین, یادگیری عمیق, کنترل بهینه, رایانش ابری, type, پردازش زبان طبیعی, تهدیدها, امنیت, تشخیص نفوذ"
161184,"محیط زیست, هوش مصنوعی, توسعه پایدار, محیطزیست, کشاورزی پایدار, فعالیت کاتالیستی, انرژی تجدیدپذیر, آب, خشکسالی, دیزل"
161912,"فناوری اطلاعات, هوش مصنوعی, اینترنت اشیا, امنیت, ارتباط, یادگیری ماشین, یادگیری عمیق, سیستم های اطلاعات پیشرفته, sdn, مدیریت شهری"
162453,"علوم تجربی, آموزش علوم تجربی, تحلیل محتوا, هوش مصنوعی, یادگیری, آموزش, ویلیام رومی, زیست شناسی, دانش آموزان, آموزش علوم"
